Song Name,Singer Name,Song Audio,Type,Improved_Type,Mood_Tag,Final_Type
Lalalilala,Qpril,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/53ace80a-8098-4439-8092-078ab6edc446.mp3,Other,Other,Neutral,Other
Lalalilala,April ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a60ef2cb-06e1-40af-a9b0-09d3c5f34fd2.mp3,Other,Other,Neutral,Other
Any song,Zico,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4e732049-e251-4b25-a550-2dff73af090b.mp3,Other,Other,Neutral,Other
Any song,Zico,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5d1c59e3-01b4-481b-ad0f-dfb4f3616f05.mp3,Other,Other,Neutral,Other
Honestly,Eric nam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cc164fb5-38b1-4db5-9906-e51b5c8544ac.mp3,Other,Other,Neutral,Other
Valkyrie ,Oneus,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9a4a7d0d-7662-410f-b39b-632910f5411e.mp3,Other,Other,Neutral,Other
Boom bboom,Momoland,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/aed47ce1-f52f-4d63-9ba4-f4da39b693cc.mp3,Other,Other,Neutral,Other
Dun dun,Everglow,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9503da76-dedb-4fdc-84a8-ae4fd23b9104.mp3,Other,Other,Neutral,Other
Bim bam bum,Rocket punch,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/234997e3-cc4c-4e38-b061-f09c9344ff37.mp3,Other,Other,Neutral,Other
Boy,Treasure ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/efcadfe3-7fe4-4aeb-8bfc-ef59c51875e1.mp3,Other,Other,Neutral,Other
Secret ,Wjsn,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/267710b4-b2c0-42da-be7d-c93bacf62a3e.mp3,Other,Other,Neutral,Other
Galaxy ,Bol4,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/075c822f-939b-45bb-bb18-9795e9aeb371.mp3,Other,Other,Neutral,Other
Move,Taemin,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7e8cfaa4-a1c4-4864-aa38-2d072df6b960.mp3,Other,Other,Neutral,Other
Sunset,Knk,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d321d09f-3923-4a54-a90b-f75f2a0c4cc8.mp3,Other,Other,Neutral,Other
Feeling,Jeong sewoon,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/44238456-3845-45af-875a-add0cc06efba.mp3,Other,Other,Neutral,Other
Girls,Nature ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d5d73ad6-f0d5-47df-9222-d5b34c594220.mp3,Other,Other,Neutral,Other
Q&A,Cherry bullet,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bda80405-504d-44b2-958a-7e9743d002ce.mp3,Other,Other,Neutral,Other
Rocking ,Teen top,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/582d3564-b33e-4c2e-8f2b-17e784198f9a.mp3,Other,Sad,Sad,Sad
So bad,Stayc,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fc32a422-03eb-42d4-b82c-2f6090721fba.mp3,Other,Other,Neutral,Other
O sole mio,Sf9,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b2f898de-ce9d-4ac2-b5ec-1867f0146c33.mp3,Other,Other,Neutral,Other
Dally,Hyolyn,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b1177d86-1b9d-4d44-9c3f-93b4e184795a.mp3,Other,Other,Neutral,Other
Too much,Loco,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a7b97258-d690-456d-a744-cfc6395d7632.mp3,Other,Other,Neutral,Other
Ninano,Minzy,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/78d7933b-5c2b-4cfe-9c46-e464a9d281ff.mp3,Other,Other,Neutral,Other
You Calling my name,Got7,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c7bde426-dddb-4af7-ba46-3f60d78850f1.mp3,Other,Other,Neutral,Other
Baam,Momoland,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bbd358a0-bc64-465c-b21d-a50e598020dc.mp3,Other,Other,Neutral,Other
Your shampoo scent in the flowers,Jang beom june,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/65428e07-dac3-49ce-b919-8e0121d89846.mp3,Other,Other,Neutral,Other
Kazino,Bibi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8571afb8-6137-44b9-bbbc-4f5d1d70456b.mp3,Other,Other,Neutral,Other
Miss me or diss me,Mc mong,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/18ae8461-8642-40a3-b69a-0f1c9aab7df7.mp3,Other,Other,Neutral,Other
What are you up to,Kang daniel,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a939ba35-d6a4-48c8-ba7a-d0897649e484.mp3,Other,Other,Neutral,Other
Destiny ,Lovelyz,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/be996ba4-44a5-45bb-b567-9dd7409003cc.mp3,Other,Other,Neutral,Other
Despacito,Luis Fonsi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c0e046f7-e84c-43af-994d-2ab08649344b.mp3,Other,Other,Neutral,Other
Despacito,Luis Fonsi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/205a6c9d-264d-4ab2-8dbb-25e67098ebf7.mp3,Other,Other,Neutral,Other
La Bicicleta,Sakira & Carlos Vives,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c382594f-ef9f-4769-8acc-d8081460740b.mp3,Other,Other,Neutral,Other
Bailando ,Enrique Iglesias feat. Descemer Bueno & Gente de Zona,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f2fc2f3d-9c84-4cc7-b126-263e9d59917a.mp3,Other,Other,Neutral,Other
Vivir Mi Vida,Marc Anthony,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cb7c6790-2260-41a2-a34e-a6836a5eacde.mp3,Other,Other,Neutral,Other
El Perdón,Nicky Jam y Enrique Iglesias,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9badf149-1a8f-4f6a-89ef-c5da3e903a7c.mp3,Other,Other,Neutral,Other
La Gozadera,Gente de Zona feat. Marc Anthony ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7e8b3293-3b92-4c84-b968-d8623f580096.mp3,Other,Other,Neutral,Other
Héroe,Enrique Iglesias ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9479d841-e03b-43bd-beda-2190abcbfee8.mp3,Other,Sad,Sad,Sad
Amor Prohibido,Selena Quintanilla,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d293a5cd-d4e0-4d42-92bc-8ab6f7bc504e.mp3,Other,Sad,Sad,Sad
Felices los 4,Maluma,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2bbba3d5-f0b1-4854-9792-5643828b1244.mp3,Other,Other,Neutral,Other
Suerte,Shakira ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/454d4503-f529-48cb-b81c-eab5bbb0ff57.mp3,Other,Other,Neutral,Other
Duele El Corazón,Enrique lglesias feat. Wisin,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c9734fad-2c76-4d53-806f-997d82b040d8.mp3,Other,Other,Neutral,Other
Bésame Mucho,Luis Miguel,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7a5a1930-8a63-483a-94b0-a01373663f49.mp3,Other,Other,Neutral,Other
Desserts,Hyo,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/11553c6e-1c20-4d1d-9fef-56902db05711.mp3,Other,Other,Neutral,Other
Danger,Super junior d&e,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d109d9cb-9db9-402a-b1ff-aa34efdb8658.mp3,Other,Other,Neutral,Other
Bomb,Alexa,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7f9159e1-5dfc-40f5-852d-02b25730c546.mp3,Other,Other,Neutral,Other
Good bye ,Wheein,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a7d17456-0cbe-45e6-a8d4-227de1d57da3.mp3,Other,Other,Neutral,Other
Howling ,Victon,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7485dd6f-4c78-43ec-b75a-be3faa1daf24.mp3,Other,Other,Neutral,Other
Fantastic baby,Big bang,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9dce4c49-8bb8-414e-9a52-c31b56cf468c.mp3,Other,Other,Neutral,Other
"Untitled, 2014",G-Dragon,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f8284c87-82d0-498d-9edf-1c990f733d52.mp3,Other,Other,Neutral,Other
Lucifer ,SHINee,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/89c8cb93-3f0f-4815-8825-d2b24353f0a7.mp3,Other,Other,Neutral,Other
Criminal ,Taemin,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c9795196-6492-4e08-8b84-01856d62d2a2.mp3,Other,Other,Neutral,Other
I'm not Cool,HyunA,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d5fda002-f6b7-4dcb-9d37-088abd8da004.mp3,Other,Other,Neutral,Other
Alligator ,Monsta X,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7f3820ae-97be-46bf-94ca-8c6e6304730e.mp3,Other,Other,Neutral,Other
Birthday ,Jeon somi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7342a205-b4d1-4cf2-9dd7-a6cea1419025.mp3,Other,Other,Neutral,Other
Breathe ,Ab6IX,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4842257d-1814-457b-9a3a-ad31a7990d46.mp3,Other,Other,Neutral,Other
Handa up,Cherry bullet,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/85ea5460-90fe-4c4e-b037-d2f3a0d59060.mp3,Other,Other,Neutral,Other
Blue flame,Astro,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/de8c19c2-cd7b-44bc-83f7-1968f3111874.mp3,Other,Other,Neutral,Other
Burn it,Golden child ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ccb35e02-f939-41ff-8259-64344523010e.mp3,Other,Other,Neutral,Other
Wanna be ,Itzy,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4da70cdb-bccc-4075-aa6a-f0a12482fc7e.mp3,Other,Other,Neutral,Other
Numb,Clx,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/274a9cbb-8c76-4c31-bea8-1a58221873d3.mp3,Other,Other,Neutral,Other
A Minute To Breathe,Trent Reznor & Atticus Ross,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bcb6be91-8422-4d05-a523-afcbd5adfab8.mp3,Other,Other,Neutral,Other
Say So,Doja Cat,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/99ff5a4e-9db5-49a2-b8c7-e045b994e269.mp3,Other,Other,Neutral,Other
genius,LSD,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9316777d-3fca-4a6d-8494-746376a1226c.mp3,Other,Other,Neutral,Other
Another Love,TOM ODELL,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/63f306ac-ec2a-46d6-bea3-26e96b0b26d3.mp3,Romantic,Romantic,Romantic,Romantic
Casio,Jungle,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/db3b3ae6-8750-4848-b461-42a322ec7c41.mp3,Other,Other,Neutral,Other
The Less I Know The Better,Tame Impala,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a8bbbd9d-5394-4085-b788-032da4f50d2a.mp3,Other,Other,Neutral,Other
Colors,Black Pumas,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/76349b5e-8771-4ce9-8347-82cfd5a0d1a5.mp3,Other,Other,Neutral,Other
Vente Pa' Ca,Ricky Martin feat. Maluma,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5adb73ae-3849-49ff-8fee-4b283ddb3c13.mp3,Other,Other,Neutral,Other
Pretty Thoughts,Henri Purnell x INNA x Nobody Cares,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2136c4e5-10fe-4cb7-b58d-e0dff5ad4268.mp3,Other,Other,Neutral,Other
Nevermind,Dennis Lloyd,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/55a6e2c0-f607-4360-8b6b-67ca01542326.mp3,Other,Other,Neutral,Other
The Most Beautiful Thing,Bruno Major,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/528dd6f1-8f45-4b23-ad7c-b57d6441ad56.mp3,Other,Other,Neutral,Other
Save Your Tears,The Weeknd,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/94891fa3-fdf0-45c3-8f09-1c5483c611ad.mp3,Other,Other,Neutral,Other
 Pumped Up Kicks,Foster The People,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c11a5615-0bd4-45d1-8b8d-ff8b4cc9099b.mp3,Other,Other,Neutral,Other
Thinking Of A Place,The War On Drugs,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fc2de96a-0c8f-4433-b3d3-a048527ba1c3.mp3,Other,Other,Neutral,Other
death bed,Powfu,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f341fb34-daed-4abd-92bd-9812233d4abd.mp3,Other,Other,Neutral,Other
Beautiful Things,Benson Boone,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ff20214f-9a5b-4232-8933-050812080677.mp3,Other,Other,Neutral,Other
Die With A Smile,"Lady Gaga, Bruno Mars",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2bf60504-aba3-4672-819d-defdb198536e.mp3,Other,Other,Neutral,Other
Why Why Why,Shawn Mendes,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3a611831-791b-4a2a-bb17-932a30d33b8e.mp3,Other,Other,Neutral,Other
Angel Of My Dreams,JADE,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8f0695d2-64e3-49c4-b227-6b12a8499cda.mp3,Other,Other,Neutral,Other
Make You Mine,Madison Beer,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5cd35c76-cfa3-4ccd-89b6-28821b2acf5e.mp3,Other,Other,Neutral,Other
Houdini,Dua Lipa,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fe39790a-f53b-4ac5-ba83-1486009d0c1c.mp3,Other,Other,Neutral,Other
I Don't Wanna Wait,David Guetta & OneRepublic,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/981637b9-2a7d-4290-8cb9-e9aed51dd404.mp3,Other,Other,Neutral,Other
I Can Do It With A Broken Heart,Taylor Swift,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/84717793-18a5-4636-aaef-3d0013aa88a5.mp3,Other,Sad,Sad,Sad
Selfish,Justin Timberlake,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0d815105-87ee-4c49-9227-938f006e5c23.mp3,Other,Other,Neutral,Other
BIRDS OF A FEATHER,Billie Eilish,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/043e1d6b-8791-41be-b40c-548d484904bd.mp3,Other,Other,Neutral,Other
NEW WOMAN,LISA,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c741ac0e-4e72-47cf-bb6e-fe3f6701919b.mp3,Other,Other,Neutral,Other
Please Please Please,Sabrina Carpenter,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0601b8f3-11c0-4ada-84c3-032113b72e97.mp3,Other,Other,Neutral,Other
Big Dawgs,Hanumankind,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7581b480-62f9-4bc3-9271-6e78d6aa8110.mp3,Other,Other,Neutral,Other
All Black Trucks,Peezy,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/33b4f5b1-abea-4240-bca4-c09f452d2a3b.mp3,Other,Other,Neutral,Other
Houdini,Eminem,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a30c2b15-c26a-4638-b252-e28849b7ec6f.mp3,Other,Other,Neutral,Other
 Miles On It,"Marshmello, Kane Brown",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/610288f9-2617-4c8a-89d5-fff54faf5d9c.mp3,Other,Other,Neutral,Other
Espresso,Sabrina Carpenter,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1ac92b28-4854-4f46-ac6d-9d808b4715ff.mp3,Other,Other,Neutral,Other
"Oh, This Love",Alexia,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/96a6c51d-6111-4b3a-956d-badd60dc3b96.mp3,Romantic,Romantic,Romantic,Romantic
Diet Pepsi,Addison Rae,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/81d843be-1ddb-4d02-8a82-80511a9839ca.mp3,Other,Other,Neutral,Other
Last Heartbreak Song,Ayra Starr,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fa7f2713-cbb5-43a7-8825-144be88962f6.mp3,Other,Other,Neutral,Other
ALIBI,SEVDALIZA | PABLLO VITTAR & YSEULT,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b9ac655d-8d45-4e99-87f3-3e19e5f9a71e.mp3,Other,Other,Neutral,Other
Neon Lights,Alexia ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0e64e89a-ce45-407c-85c6-7d10de0931b8.mp3,Other,Other,Neutral,Other
CHIHIRO,Billie Eilish,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0ca9f41a-381a-4995-bbd1-3942a049205d.mp3,Other,Sad,Sad,Sad
Jump,Tyla | Gunna | Skillibeng,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/08cbe819-dec4-413e-8e8c-61e791d4a56c.mp3,Other,Other,Neutral,Other
Austin,Dasha,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fb80ebc9-fc0f-4562-b495-aee3a6dcd992.mp3,Other,Other,Neutral,Other
LIFETIMES,Katy Perry,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c51811f6-a1ca-491d-b293-df883119155d.mp3,Other,Happy,Upbeat,Happy
Active,Asake | Travis Scott ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/11ce3cb4-c792-4203-b1b2-011647db6668.mp3,Other,Other,Neutral,Other
Belong Together,Mark Ambor,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c859a446-a281-4087-bb7c-eb69ddbd1a1b.mp3,Other,Other,Neutral,Other
A Bar Song,Shaboozey,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/67faa722-dc19-4df5-acb4-da36c74e978b.mp3,Other,Other,Neutral,Other
"Good Luck, Babe!",Chappell Roan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cd12558a-b974-4081-acf3-dbed27cec20a.mp3,Other,Other,Neutral,Other
LUNCH,Billie Eilish,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/92abbf48-2ade-4eb1-a595-1ce7d24caf6f.mp3,Other,Other,Neutral,Other
I Had Some Help,Post Malone,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ad1507e4-3e83-4411-9665-c62996ca01d6.mp3,Other,Other,Neutral,Other
 Red Wine Supernova,Chappell Roan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/28feb47b-63bf-4bcb-a2a8-276c9271175c.mp3,Other,Other,Neutral,Other
KEHLANI REMIX,Jordan Adetunji,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d8dc9bc1-1824-4f5f-9a39-c4bc64fb4220.mp3,Other,Other,Neutral,Other
TEXAS HOLD 'EM,Beyoncé,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/361808a2-c262-4a77-9e86-cb978e97038d.mp3,Other,Other,Neutral,Other
Water,Tyla,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a4c60a9a-8b5f-49fa-828b-13937606ea0c.mp3,Other,Other,Neutral,Other
End of Beginning,Djo,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b97bd655-22d8-4762-b1de-88e52eac87fe.mp3,Other,Other,Neutral,Other
Made For Me,Muni Long,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8660311c-47ce-4606-a184-97b27b0767d6.mp3,Other,Other,Neutral,Other
we can't be friends,Ariana Grande,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1d6d1002-114d-455d-becc-d35e9f6adc79.mp3,Other,Other,Neutral,Other
Too Sweet,Hozier,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6b2cebe1-e6ff-48a7-ba43-b6f2378f6ab5.mp3,Other,Other,Neutral,Other
Slow It Down,Benson Boone,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7e8eb482-b75e-4f5c-9e2b-0404c01cc44c.mp3,Other,Other,Neutral,Other
Slow It DownSensational ,Chris Brown,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/680c32e0-272d-4291-8264-edc23830feac.mp3,Other,Other,Neutral,Other
My Oh My,Kylie Minogue |. Bebe Rexha & Tove Lo,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/85cd8007-f01e-4be0-b280-959111a50054.mp3,Other,Other,Neutral,Other
Fortnight,Taylor Swift,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6ce04c74-4a60-4449-8ef0-54eac199dc4b.mp3,Other,Other,Neutral,Other
Pretty Slowly,Benson Boone,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9fd46dce-49c5-444f-866b-0a88fe50b569.mp3,Other,Other,Neutral,Other
After Hours,Kehlani,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a6ca4779-122b-45a1-b467-317cbb832af5.mp3,Other,Other,Neutral,Other
MILLION DOLLAR BABY,Tommy Richman,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1d92971d-e8d2-4e81-89a3-b22832594349.mp3,Other,Other,Neutral,Other
feelslikeimfallinginlove,Coldplay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2bde9082-396d-4dae-a711-93170d99cc1e.mp3,Romantic,Romantic,Romantic,Romantic
Propuesta Indecente,Romeo Santos,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/db9beef6-10a3-4122-a1f7-6b639a5b5ebb.mp3,Other,Sad,Sad,Sad
Corazón,Maluma feat. Nego do Borel,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5bef82c8-af82-4f7a-9b12-2f1ea83e5e05.mp3,Other,Other,Neutral,Other
Robarte un Beso,Carlos Vives & Sebastián Yatra,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6cdbdb1d-db82-4391-97fa-87812d8afdc4.mp3,Other,Sad,Sad,Sad
Yo Perreo Sola,Bad Bunny,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9b470c8e-f7ba-4364-ac82-d39e6a977b82.mp3,Other,Other,Neutral,Other
Tusa,Karol G feat. Nicki Minaj,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5c917c3e-3621-424a-b3ba-53e4aa2831f7.mp3,Other,Other,Neutral,Other
Dákiti,Bad Bunny & Jhay Cortez,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8e6cbd39-3138-472f-b584-af429dd9e471.mp3,Other,Other,Neutral,Other
A Puro Dolor,Son by Four,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/088b022e-fad6-4b06-9a84-145141851f9f.mp3,Other,Sad,Sad,Sad
Te Amo,Makano,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/80606173-789e-417e-b864-37fe246de789.mp3,Other,Other,Neutral,Other
Mi Gente,J Balvin & Willy William,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c39ea207-ed99-4eb9-b584-c0611a0f8925.mp3,Other,Other,Neutral,Other
Llamado de Emergencia,Daddy Yankee,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0ae7013c-0e86-4089-9dce-a0988bfb8d11.mp3,Other,Other,Neutral,Other
Borró Cassette,Maluma,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e7853d4b-03fc-4579-b1bb-c89480d35726.mp3,Other,Other,Neutral,Other
Me Voy,Julieta Venegas,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a033a765-7c0a-4897-9346-6ffc3f1a5705.mp3,Other,Other,Neutral,Other
Limón y Sal,Julieta Venegas,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/85afdb30-f901-4020-aff8-89f34b3e5a5a.mp3,Other,Other,Neutral,Other
Red moon,Kim woo seok,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cf7efc75-42e4-43c5-9cbf-a4aa2095df8c.mp3,Other,Other,Neutral,Other
Vuelve,Ricky Martin,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/310b022b-03a0-4e1a-bad4-eb24aa02928e.mp3,Other,Other,Neutral,Other
Me Enamoré,Shakira,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/85f948fd-5483-446a-b430-eee2d31f70f4.mp3,Other,Other,Neutral,Other
Echame La Culpa,Luis Fonsi & Demi Lovato,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/700e3928-f0b7-4b6a-8240-e7781d0bf2f1.mp3,Other,Other,Neutral,Other
Devuélveme el Corazón,Sebastián Yatra,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3ebebbcb-f7cc-4b28-ac97-063f92db8ae9.mp3,Other,Other,Neutral,Other
La Cumparsita,Carlos Gardel,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a5ef670d-0732-4fc2-a8f1-c161ba028af0.mp3,Other,Other,Neutral,Other
El Rey,Vicente Fernández,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6010d7f5-f331-487e-9f5c-6a9406247197.mp3,Other,Other,Neutral,Other
Te Boté,"Nio García, Casper Mágico & Bad Bunny",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a705cf8f-90d6-4ff0-a818-cd2af596e04d.mp3,Other,Other,Neutral,Other
Cuando Calienta el Sol,Luis Miguel,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/98c49acd-37de-4e09-875a-39eb4db5803c.mp3,Other,Other,Neutral,Other
What type of X,Jessi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c0a43bbb-7d2f-4df2-987f-1b53ed602c99.mp3,Other,Other,Neutral,Other
Inception ,Ateez,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ac8d66d1-56ff-4cb4-9b25-7c87c27ed1ca.mp3,Other,Other,Neutral,Other
Q,Onewe,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a38937b9-13e5-4206-ae8f-75e121d4ad40.mp3,Other,Other,Neutral,Other
Boom,Nct dream,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/051209c6-0d14-43dc-9be6-8c4030e5989a.mp3,Other,Other,Neutral,Other
Spark,Taeyeon,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ac1ee640-97c4-47e0-8205-7120eb7443c5.mp3,Other,Other,Neutral,Other
