Song Name,Singer Name,Song Audio,Type,Improved_Type,Mood_Tag,Final_Type
nahin milta,bayaan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/89959dbf-ee37-4613-99e4-25514167cd54.mp3,Other,Other,Neutral,Other
ISHQ,amir ameer ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/784faae9-1015-4ec2-94d0-3a1284e77a39.mp3,Romantic,Romantic,Romantic,Romantic
Ve kamleya ,arijit,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/097fcb02-6d64-4836-ad0f-976718326e1e.mp3,Other,Other,Neutral,Other
Tere Hawaale,"Aamir,Kareena | Arijit,Shilpa | Pritam,Amitabh,Advait",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/dfc85d98-0a3f-4c27-b11b-dae8facad1d6.mp3,Sad,Sad,Melancholic,Sad
SUNIYAN SUNIYAN ,Juss x MixSingh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/41a5e2ff-e0d8-42b0-b892-1ed54dc81c40.mp3,Other,Other,Neutral,Other
Kun Faya Kun,A.R. Rahman | Javed Ali  | Mohit Chauhan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/70bd977d-8489-4dec-9671-e0bdbdaa9dff.mp3,Other,Other,Neutral,Other
Choo Lo,The Local Train | Aalas Ka Pedh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d944259f-a33f-4076-8256-ce751063e244.mp3,Other,Other,Neutral,Other
ALAG AASMAAN ,Anuv Jain,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a1aeea74-2553-42c4-b059-da083d8e2822.mp3,Other,Other,Neutral,Other
HUSN,anuv jain,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/92454f18-677d-44ad-aacf-0dfed3ffbb72.mp3,Other,Other,Neutral,Other
TU HAI KAHAN,AUR,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/151a0f30-95c7-4e82-8798-77d8daf92151.mp3,Other,Other,Neutral,Other
SHIKAYAT,AUR,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ba54c5c8-09af-4cbc-b7fd-81a24dba91cb.mp3,Other,Other,Neutral,Other
 Pasoori,Ali Sethi | Shae Gill,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5966b0fb-cb79-4110-9208-41d9ae97fda2.mp3,Other,Other,Neutral,Other
Desi Kalakaar,Yo Yo Honey Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/25360130-abcb-4d51-a09f-4b5b30dcb414.mp3,Other,Other,Neutral,Other
Brown Rang,Yo Yo Honey Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d8d0c7de-91e5-408b-94e9-8602bc319af9.mp3,Other,Sad,Upbeat,Sad
LOVE DOSE,Yo Yo Honey Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/875b1911-8b67-4210-9a0b-928cd8183464.mp3,Romantic,Romantic,Romantic,Romantic
Bewafa,imran khan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5508a463-377f-4dc0-9a05-71e7dafbfc7b.mp3,Other,Other,Neutral,Other
Amplifier,imran khan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cf818099-14de-444f-bf22-41f2e07165a0.mp3,Other,Other,Neutral,Other
Satisfya,imran khan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/66b77904-01ce-42ef-ab8b-874ef01bab6f.mp3,Other,Other,Neutral,Other
Illuminati,Sushin Shyam | Dabzee | Vinayak Sasikumar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8382f154-6cb6-441c-927c-e795c874af64.mp3,Other,Other,Neutral,Other
Armadham,Jithu Madhavan |Fahadh Faasil | Sushin Shyam | Vinayak| Nazriya| Anwar Rasheed,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7711559d-d7f8-4217-ac1d-1fde2694932f.mp3,Other,Other,Neutral,Other
Vaathi Coming,Anirudh Ravichander | Lokesh Kanagaraj,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/54adddb9-2a4d-42ad-9847-1d63044ed643.mp3,Other,Other,Neutral,Other
Arabic Kuthu,Nelson | Anirudh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d2583485-b673-4ada-b062-ab420bbaf093.mp3,Other,Other,Neutral,Other
Hale Dil Tujhko Sunata,Emraan Hashmi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/be276a59-58e8-4a96-af01-f4a70c178d46.mp3,Sad,Sad,Romantic,Sad
Kaho Na Kaho,Emraan Hashmi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8edb86f2-f405-4b57-b27f-f90ea8dacb8b.mp3,Other,Other,Neutral,Other
Rowdy Baby,Yuvan Shankar Raja | Balaji Mohan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/20a1d2e4-5904-4edf-992d-e689fdccfbf5.mp3,Other,Sad,Sad,Sad
Jimikki Ponnu,Thaman S | Vamshi Paidipally,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/86d44044-c1f5-4e06-bd33-5fb308212a77.mp3,Party,Party,Neutral,Party
 Ranjithame,Vamshi Paidipally | Thaman S,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/93ff5a75-361c-410f-965e-0e930981a66a.mp3,Other,Other,Neutral,Other
Naa Ready,Lokesh Kanagaraj | Anirudh Ravichander,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/358d4433-8ffa-47e7-a158-80584b390ee5.mp3,Other,Other,Neutral,Other
 Thee Thalapathy,STR | Vamshi Paidipally | Thaman,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/acb422d8-f21d-429f-b211-2e5b77a3b5b3.mp3,Other,Other,Neutral,Other
 Badass,Anirudh Ravichander,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cd6f463b-7a97-43ef-837f-441e33c4db6d.mp3,Other,Other,Neutral,Other
Ordinary Person,Anirudh Ravichander,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/05cba860-e999-422e-a1d5-c349a4c9bc07.mp3,Other,Other,Neutral,Other
Aasa Kooda,Sai Abhyankkar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/62b3a6a7-6bc6-40dd-951e-b6f0fb6a5056.mp3,Other,Other,Neutral,Other
Katchi Sera,Sai Abhyankkar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b2bd5ae1-33f0-442f-8ef7-cb548aa0eae2.mp3,Other,Other,Neutral,Other
Why This Kolaveri Di,Dhanush | Anirudh Ravichander,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ed20d339-babd-4e3e-8841-520e926186e2.mp3,Other,Other,Neutral,Other
Kurchi Madathapetti ,Guntur Kaaram | Mahesh Babu | Sreeleela | Trivikram | Thaman S,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8a6cc787-7491-4238-8d7c-b89d5c7d5393.mp3,Other,Other,Neutral,Other
Ramuloo Ramulaa,Trivikram || Thaman S,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6c73affc-a190-417b-80b5-0a0dcbfac4c4.mp3,Other,Other,Neutral,Other
Srivalli,Javed Ali | DSP | Sukumar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/999abbaa-03ab-419f-a75a-35313d09f33b.mp3,Other,Other,Neutral,Other
Oo Antava Mawa..Oo Oo Antava, DSP | Sukumar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/48aa9e57-ec18-48b8-a4f2-589bcc0da1ed.mp3,Other,Other,Neutral,Other
Inkem Inkem,Gopi Sundar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1e2a28e2-c675-4d7c-8ee9-fe2c220837d1.mp3,Other,Other,Neutral,Other
Yenti Yenti,Gopi Sundar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/475991c4-da91-4703-a63f-47fba9039f6c.mp3,Other,Other,Neutral,Other
Darshana,Pranav | Darshana | Vineeth | Hesham | Merryland,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b09be5ba-fb1f-476e-b656-4465ce49b957.mp3,Other,Other,Neutral,Other
Maate Vinadhuga ,Sid Sriram,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/21f2939c-279d-46a0-acaa-dd612d6c36e5.mp3,Other,Other,Neutral,Other
Pottu Thotta Pournami,Pranav |Kalyani |Hesham |Sachin |Megha |Kaithapram,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9d7afe5b-fd29-4586-941a-a19dcb60c0d2.mp3,Other,Other,Neutral,Other
Nagumo,Pranav |Kalyani |Hesham |Sachin |Megha |Kaithapram,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0b0c38f6-7240-4e33-adaf-0467084bf32a.mp3,Other,Sad,Melancholic,Sad
Puthiyoru Lokam,Pranav |Kalyani |Hesham |Sachin |Megha |Kaithapram,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9f11b80c-5ed8-4a7f-b462-13b7808f4007.mp3,Other,Other,Neutral,Other
The Life of Ram,Govind Vasantha | C. Prem Kumar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/18522f9f-18c6-4d91-99c1-d40c49fa1c16.mp3,Other,Happy,Upbeat,Happy
Pathu Thala,Silambarasan TR | A. R Rahman | Gautham Karthik,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9901cef8-676f-4b8c-8085-e8ea70ba084c.mp3,Other,Other,Neutral,Other
Mudhal Nee Mudivum Nee,Darbuka Siva | Sid Sriram | Thamarai,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c5056a8b-5886-464d-b50d-18ab4e89fbb7.mp3,Other,Other,Neutral,Other
Pehli Dafa,Atif Aslam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d93df0e9-ece8-43d7-8968-30f9b28b3a55.mp3,Other,Other,Neutral,Other
 Tum Se Hi,Mohit Chauhan | Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/24c965f1-8e72-4884-9c57-26f556324cd1.mp3,Sad,Sad,Sad,Sad
Mast Magan,Arijit Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/36709137-10cb-4921-bc06-d33532077193.mp3,Other,Happy,Upbeat,Happy
Kabira, Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5d4e4279-1b9a-4248-8c02-345532096e54.mp3,Other,Other,Neutral,Other
Illahi,Pritam Chakraborty,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/594e0298-041e-4226-a73c-7bff482b764f.mp3,Other,Other,Neutral,Other
Subhanallah ,Pritam Chakraborty,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bc11a223-861f-4785-a6ce-1cf82242f380.mp3,Other,Other,Neutral,Other
Challa,A. R. Rahman,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7423adb2-d2f4-4ee3-ba23-082dd476dcbe.mp3,Other,Other,Neutral,Other
Tu Chahiye,Atif Aslam | Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ccd77320-b162-4cbe-9c49-6dcf787a0af2.mp3,Other,Other,Neutral,Other
Yeh Tune Kya Kiya,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cfd8a822-c228-4052-b30c-4205fa75038f.mp3,Other,Other,Neutral,Other
Bulleya,"Irshad Kamil, Papon",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3f869552-89e9-4a5c-9e80-fa86762a1deb.mp3,Other,Other,Neutral,Other
Jag Ghoomeya,"Rahat Fateh Ali Khan, Vishal-Shekhar",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6d3df331-6553-4300-aea2-4fe65e787975.mp3,Other,Other,Neutral,Other
Dil Diyan,"Atif Aslam, Vishal-Shekhar",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b9467952-83fc-4ea1-80f5-2ba9c9793e4d.mp3,Sad,Sad,Romantic,Sad
Tere Sang Yaara, Atif Aslam | Manoj M,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/590949ea-3132-4ff4-bc10-6bcc0bfa22bb.mp3,Sad,Sad,Sad,Sad
Soch Na Sake,"Arijit Singh, Tulsi Kumar",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/61987dbc-fb02-45ba-b701-eb29b6123d64.mp3,Other,Other,Neutral,Other
Tum Jo Aaye,Rahat Fateh Ali Khan | Tulsi Kumar | Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/df13a022-b572-4278-a6de-9c4dc9dd0998.mp3,Sad,Sad,Sad,Sad
Pee Loon, Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/264cdd90-75d5-4dad-a08e-9f50c190cf6d.mp3,Other,Other,Neutral,Other
Teri Jhuki Nazar,"Pritam, Shafqat Amanat Ali ",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/46dddd53-3624-4ee8-a04e-835ba809e4cb.mp3,Other,Other,Neutral,Other
Tu Hi Mera,"Pritam, Shafqat Amanat Ali ",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1ce176bd-3c45-432a-bb7a-d11d5ee77881.mp3,Other,Other,Neutral,Other
Tera Deedar Hua,Pritam ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/226e11f5-b4a1-48cb-9294-5aea23864f62.mp3,Other,Other,Neutral,Other
Tu Hi Haqeeqat,Pritam|Javed Ali|Shadab,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ad7e32d1-50c6-41ba-a70f-91e550ff1eca.mp3,Other,Other,Neutral,Other
Dil Ibaadat,Pritam | KK | Sayeed Quadri,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3804ad60-09b2-401a-af54-e8de907be196.mp3,Sad,Sad,Romantic,Sad
haan tu hain ,Pritam | KK | Sayeed Quadri,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a3c0ae66-6cbd-4746-bb0a-a176a2383cff.mp3,Other,Other,Neutral,Other
Maahi,Toshi & Sharib Sabri | Mohit Suri,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d06ce618-2e6a-49bf-a940-6ff6cd364937.mp3,Other,Other,Neutral,Other
Tera Mera Rishta Purana, Mustafa Zahid,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/847b5515-a998-4426-b28d-08702d7e8b53.mp3,Other,Other,Neutral,Other
Aadat (Juda Hoke Bhi),Atif Aslam | Kunal Khemu | Kalyug | Sayeed Q,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0f925c6e-a1ff-4ef3-a430-ca1966a62477.mp3,Other,Other,Neutral,Other
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan | Emraan Hashmi | Kunal Khemu | Smilie S,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ef2b36c3-811d-4525-9621-aba4335fd6a6.mp3,Other,Other,Neutral,Other
Afreen Afreen,Rahat Fateh Ali Khan & Momina Mustehsan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ee152944-90bb-4386-9238-9fd5d837bc20.mp3,Sad,Sad,Sad,Sad
 Teri Deewani,Kailash Kher,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9136fd8f-649d-4139-907e-6272fa49702a.mp3,Other,Other,Neutral,Other
Saiyyan,Kailash Kher,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3a3ecffc-97b0-4a0a-bc23-523cf1590df7.mp3,Other,Other,Neutral,Other
O Re Piya,"Rahat Fateh Ali Khan | Salim-Sulaiman, Jaideep",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5a16f131-c10e-4f71-9d02-d6dbe6b263a4.mp3,Other,Other,Neutral,Other
Chand Sifarish,Shaan | Kailash Kher,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b3447c9f-b509-44a8-984d-8381d50ebc08.mp3,Other,Other,Neutral,Other
Tujh Mein Rab Dikhta Hai,Roop Kumar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/23571590-f31f-4e76-b01d-b067bd1a3c49.mp3,Other,Other,Neutral,Other
Haule Haule,Sukhwinder Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9d26cef4-b4f3-443c-bcc4-2002ecb2a4c5.mp3,Other,Other,Neutral,Other
Aankhein Khuli,Lata Mangeshkar | Udit Narayan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/93813201-9840-426a-b908-956c2a02c1a2.mp3,Other,Other,Neutral,Other
Ladki Kyon ,Alka Yagnik | Shaan | Jatin-Lalit,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9fa53366-e777-456d-9f57-25eedb05e696.mp3,Other,Other,Neutral,Other
Aal Izz Well,Sonu N | Swanand K | Shaan | Shantanu M,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/324ead7b-0de9-4d84-874b-acae6e6bbdea.mp3,Other,Other,Neutral,Other
Give Me Some Sunshine,Shantanu M,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9889a450-4824-4e3d-97a4-d3d99f3d507e.mp3,Other,Other,Neutral,Other
Behti Hawa Sa Tha Woh,Shantanu M,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/55242c4c-e942-4688-b6a0-8cd5b96146b8.mp3,Other,Other,Neutral,Other
Woh Din,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/71cd9268-fd40-4a97-a443-003fdfc77bc8.mp3,Other,Other,Neutral,Other
Naach Meri Jaan,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cfc3b19c-8a37-482f-9988-0167980eabe1.mp3,Other,Romantic,Romantic,Romantic
Radio,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/090a569e-dd86-4339-9b42-4d66d027b504.mp3,Other,Other,Neutral,Other
Aaj Ki Party,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e2f0eb95-82f7-448f-8bd5-47d229b8aefe.mp3,Party,Party,Upbeat,Party
Selfie Le Le Re,Pritam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0b2ac25d-0854-41ec-bffb-4ac0858d64f1.mp3,Other,Other,Neutral,Other
Jai Jai Shivshankar,Vishal | Shekhar | Benny,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ac57603f-c3b3-4e69-898f-5bb8a49585c7.mp3,Other,Other,Neutral,Other
Naacho Naacho, Vishal Mishra | Rahul,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ddc0be5e-56c1-4518-a1d1-af61304a5435.mp3,Other,Other,Neutral,Other
Shish Nawata Hoon,Jubin Nautiyal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0881a803-0739-4c75-be61-eaf6bda811b2.mp3,Other,Other,Neutral,Other
Dosti,"Amit Trivedi, MM Kreem",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f9ffe633-0a40-43f4-a7cb-2e038b75bfde.mp3,Other,Other,Neutral,Other
Namo Namo,Amit Trivedi | Amitabh B,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/478a2175-f4fb-46f9-a3bb-47908552d249.mp3,Other,Other,Neutral,Other
Ram Siya Ram,Poonam Thakkar | Shabbir Ahmed | Sidhika Sharma,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/184ae67d-4c97-4e4b-9d21-c3708d09466a.mp3,Other,Other,Neutral,Other
Deva Deva,Pritam | Arijit | Amitabh | Jonita,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/60208097-9a50-408b-85bd-45849942d332.mp3,Other,Other,Neutral,Other
Shree Krishna Govind Hare Murari,Maanya Arora,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/622d5a12-9c27-40b8-bba5-f399865660dc.mp3,Other,Other,Neutral,Other
BESABRIYAAN,Armaan Malik,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c7fa7479-3748-4d84-90ef-da56388db726.mp3,Other,Other,Neutral,Other
Mehrama,Pritam | Darshan Raval,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/36d98fe2-605d-401f-9999-0e2a181239fb.mp3,Other,Other,Neutral,Other
Aankhein, Vilen,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bd200ce3-6cfa-47fb-a8fa-75bc02bb18c7.mp3,Other,Other,Neutral,Other
Achyutam Keshavam ,Alka Yagnik,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/79adf14e-79c9-483f-95d6-042e70c162fc.mp3,Other,Other,Neutral,Other
Qaafirana,Arijit Singh & Nikhita| Amit T,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2e550dc6-425b-4445-bbb1-6646ea4ca945.mp3,Other,Other,Neutral,Other
Kar Har Maidaan Fateh,Sukhwinder Singh · Shreya Ghoshal · Vikram Montrose · Shekhar Astitwa,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fdaa92cd-3481-489a-88db-6427f4f72ac5.mp3,Happy,Happy,Neutral,Happy
Bhala,vinay katoch,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cbf6a954-7de0-4ff9-8207-eed22a7548e1.mp3,Other,Other,Neutral,Other
Damru Wala,Hansraj Raghuwanshi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8b72515d-2200-4304-a9b4-7ccc466c665d.mp3,Other,Other,Neutral,Other
Mere Baba,Jubin Nautiyal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4adcb6c3-0b26-47e7-99d5-06dbab1f2670.mp3,Other,Other,Neutral,Other
Tum Prem Ho (Reprise),Mohit Lalwani · Bharat Kamal · Bharat Kamal · Shekhar Astitwa · Bharat Kamal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c930cb48-6049-4d15-9bfa-af97cc1020a9.mp3,Sad,Sad,Sad,Sad
Mere Nishaan,"Kailash Kher, Meet Bros Anjjan",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fba87a64-71b9-4368-9c9a-0283931ffc4c.mp3,Other,Other,Neutral,Other
Parvati Boli Shankar Se,Hansraj Raghuwanshi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8fe00786-707c-42f7-8073-928a60b6194c.mp3,Other,Other,Neutral,Other
Har Har Gange,Arijit Singh ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7cd54ec3-af62-426d-90d1-b5cd4b2ce7ea.mp3,Other,Other,Neutral,Other
Tu Jaane Na,Pritam Chakraborty · Atif Aslam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6dd1af02-5823-424c-8aac-3a147b102919.mp3,Other,Romantic,Romantic,Romantic
Mere Ghar Ram Aaye Hain,Jubin Nautiyal,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ae1bcf6c-c00a-42c7-a660-78a832dcba10.mp3,Other,Other,Neutral,Other
Aas Paas Khuda,Rahat Fateh Ali Khan · Vishal-Shekhar · Vishal Dadlani · Shekhar Ravjiani,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3b299804-5142-4e61-bc30-73be109ad223.mp3,Other,Other,Neutral,Other
Mujhe Raat Din Bas,Sonu Nigam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b71902f8-c2dd-4690-a3d3-5faea917c136.mp3,Other,Other,Neutral,Other
Is Kadar Pyar Hai,Sonu Nigam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7801bfae-7071-4e64-9d0c-d96d678b734a.mp3,Romantic,Romantic,Romantic,Romantic
Hoshwalon Ko Khabar Kya,Jagjit Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a82ed067-92d4-4225-923a-d9634ae878ec.mp3,Other,Other,Neutral,Other
Mera Chand Mujhe Aaya Hai Nazar,Kumar Sanu,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1a9a594b-4ec2-46d9-8044-878793f90759.mp3,Other,Other,Neutral,Other
Waada Raha Sanam,Alka Y & Abhijeet,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1981ab58-2b77-4b06-b882-2ffbe2c0b1e9.mp3,Other,Other,Neutral,Other
Madhosh Dil Ki Dhadkan,Lata Mangeshkar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/51b5a5f2-fe7f-4872-ba40-0a219bceb89f.mp3,Sad,Sad,Romantic,Sad
Saawan Barse,"Hariharan, Sadhana Sargam",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7f2934a1-f57d-462e-9a99-1e678e178ede.mp3,Other,Other,Neutral,Other
Ab Mujhe Raat Din,Sonu Nigam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bffc3a41-05ca-4b33-a05b-dff61a82e5e4.mp3,Other,Other,Neutral,Other
Koi Fariyaad,Jagjit Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/56bfc630-9784-45a9-9c48-c7972552c5bc.mp3,Other,Sad,Melancholic,Sad
Ghar Se Nikalte Hi,"Jugal Hansraj, Mayuri Kango",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5bbfd40f-347c-4a18-973d-f0730a92a3fb.mp3,Other,Other,Neutral,Other
Bahut Khoobsurat Ho,"Abhijeet, Neerja Pandit",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e1fe7aa4-29a5-4076-a1d4-d793769cefa3.mp3,Other,Other,Neutral,Other
Ae Kash Ke Hum ,Kumar Sanu,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f453839a-bca0-4782-b354-86483b649463.mp3,Other,Other,Neutral,Other
Dil Ka Qaraar,"Sonu Nigam, Shraddha Pandit",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/5c691361-3b6c-43e5-8e06-97db7e4290c1.mp3,Sad,Sad,Romantic,Sad
Pehla Nasha Pehla Khumar,"Udit Narayan, Sadhana Sargam",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/511620b0-479c-4458-b53d-b1808f10d175.mp3,Other,Other,Neutral,Other
Saathiya Tune Kya Kiya,S P Balasubramaniam & Chitra,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/92770a4d-d0e3-43fb-808b-e14203841aa9.mp3,Other,Romantic,Romantic,Romantic
Kabhi Yaadon Me Aau,Abhijeet,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e9f3fb07-6277-43dd-aa9d-46d8ad84454f.mp3,Other,Sad,Melancholic,Sad
Main Jahaan Rahoon,Rahat Fateh Ali Khan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/af50d4c1-7382-4d8b-a6c1-6577dc21d1f5.mp3,Other,Other,Neutral,Other
KHAIRIYAT (BONUS TRACK),Arijit Singh,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/64a719cf-fbbc-43bb-bd39-647a7a078e17.mp3,Other,Other,Neutral,Other
Mera Dil Bhi Kitna Pagal Hai,Kumar Sanu | Alka Yagnik,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/22aee135-3614-4c55-adc1-58714bf7a682.mp3,Sad,Sad,Romantic,Sad
Kal Ho Naa Ho,Sonu Nigam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f7b7fc2e-b865-47de-b56a-1c8c4fb3c8da.mp3,Other,Other,Neutral,Other
